numexp;mismatch;variable;1;2;3;4;5;6;7;8
7;3_;Typ+Num+Per;C';est;la sorcière;qui;inquiète;nous;volontairement; pour Halloween .
7;3_;Typ+Num+Per;C';est;nous;qui;inquiétons;la gamine;volontairement; pour Halloween .
7;3_;Typ+Num+Per;C';est;les sorcières;qui;inquiètent;moi;volontairement; pour Halloween .
7;3_;Typ+Num+Per;C';est;je;qui;inquiète;les gamines;volontairement; pour Halloween .
7;3_;Typ+Num+Gen;C';est;les sorciers;qui;inquiètent;elle;volontairement; pour Halloween .
7;3_;Typ+Num+Gen;C';est;il;qui;inquiète;les gamines;volontairement; pour Halloween .
7;3_;Typ+Num+Gen;C';est;les sorcières;qui;inquiètent;lui;volontairement; pour Halloween .
7;3_;Typ+Num+Gen;C';est;ils;qui;inquiètent;la gamine;volontairement; pour Halloween .
8;0_;NoMM;C';est;la spectatrice;qui;applaudit;l'actrice;frénétiquement; à chaque représentation .
8;0_;NoMM;C';est;les spectatrices;qui;applaudissent;les actrices;frénétiquement; à chaque représentation .
8;0_;NoMM;C';est;elle;qui;applaudit;elles;frénétiquement; à chaque représentation .
8;0_;NoMM;C';est;elles;qui;applaudissent;elles;frénétiquement; à chaque représentation .
8;1_;typ;C';est;elle;qui;applaudit;l'actrice;frénétiquement; à chaque représentation .
8;1_;typ;C';est;la spectatrice;qui;applaudit;elle;frénétiquement; à chaque représentation .
8;1_;typ;C';est;les spectatrices;qui;applaudissent;elle;frénétiquement; à chaque représentation .
8;1_;typ;C';est;elles;qui;applaudissent;les actrices;frénétiquement; à chaque représentation .
8;1_;num;C';est;les spectatrices;qui;applaudissent;l'actrice;frénétiquement; à chaque représentation .
8;1_;num;C';est;la spectatrice;qui;applaudit;les actrices;frénétiquement; à chaque représentation .
8;1_;num;C';est;elles;qui;applaudissent;elle;frénétiquement; à chaque représentation .
8;1_;num;C';est;elle;qui;applaudit;elles;frénétiquement; à chaque représentation .
8;1_;per;C';est;elle;qui;applaudit;moi;frénétiquement; à chaque représentation .
8;1_;per;C';est;je;qui;applaudit;elle;frénétiquement; à chaque représentation .
8;1_;per;C';est;elles;qui;applaudissent;nous;frénétiquement; à chaque représentation .
8;1_;per;C';est;nous;qui;applaudissons;elles;frénétiquement; à chaque représentation .
8;1_;gen;C';est;la spectatrice;qui;applaudit;l'acteur;frénétiquement; à chaque représentation .
8;1_;gen;C';est;le spectateur;qui;applaudit;l'actrice;frénétiquement; à chaque représentation .
8;1_;gen;C';est;elle;qui;applaudit;lui;frénétiquement; à chaque représentation .
8;1_;gen;C';est;il;qui;applaudit;elle;frénétiquement; à chaque représentation .
8;2_;Typ+Num;C';est;elles;qui;applaudissent;l'actrice;frénétiquement; à chaque représentation .
8;2_;Typ+Num;C';est;les spectatrices;qui;applaudissent;elle;frénétiquement; à chaque représentation .
8;2_;Typ+Num;C';est;la spectatrice;qui;applaudit;elle;frénétiquement; à chaque représentation .
8;2_;Typ+Num;C';est;elle;qui;applaudit;les actrices;frénétiquement; à chaque représentation .
8;2_;Typ+Per;C';est;la spectatrice;qui;applaudit;moi;frénétiquement; à chaque représentation .
8;2_;Typ+Per;C';est;je;qui;applaudit;l'actrice;frénétiquement; à chaque représentation .
8;2_;Typ+Per;C';est;nous;qui;applaudissons;les actrices;frénétiquement; à chaque représentation .
8;2_;Typ+Per;C';est;les spectatrices;qui;applaudissent;nous;frénétiquement; à chaque représentation .
8;2_;Typ+Gen;C';est;elle;qui;applaudit;l'acteur;frénétiquement; à chaque représentation .
8;2_;Typ+Gen;C';est;il;qui;applaudit;l'actrice;frénétiquement; à chaque représentation .
8;2_;Typ+Gen;C';est;la spectatrice;qui;applaudit;lui;frénétiquement; à chaque représentation .
8;2_;Typ+Gen;C';est;le spectateur;qui;applaudit;elle;frénétiquement; à chaque représentation .
7;2_;Num + Per;C';est;ils;qui;applaudissent;moi;frénétiquement; à chaque représentation .
7;2_;Num + Per;C';est;je;qui;applaudit;eux;frénétiquement; à chaque représentation .
7;2_;Num + Per;C';est;nous;qui;applaudissons;elle;frénétiquement; à chaque représentation .
7;2_;Num + Per;C';est;elle;qui;applaudit;nous;frénétiquement; à chaque représentation .
8;2_;Num+Gen;C';est;les spectateurs;qui;applaudissent;l'actrice;frénétiquement; à chaque représentation .
8;2_;Num+Gen;C';est;ils;qui;applaudissent;elle;frénétiquement; à chaque représentation .
8;2_;Num+Gen;C';est;les spectatrices;qui;applaudissent;l'acteur;frénétiquement; à chaque représentation .
8;2_;Num+Gen;C';est;elles;qui;applaudissent;lui;frénétiquement; à chaque représentation .
8;3_;Typ+Num+Per;C';est;la spectatrice;qui;applaudit;nous;frénétiquement; à chaque représentation .
8;3_;Typ+Num+Per;C';est;nous;qui;applaudissons;l'actrice;frénétiquement; à chaque représentation .
8;3_;Typ+Num+Per;C';est;les spectatrices;qui;applaudissent;moi;frénétiquement; à chaque représentation .
8;3_;Typ+Num+Per;C';est;je;qui;applaudit;les actrices;frénétiquement; à chaque représentation .
8;3_;Typ+Num+Gen;C';est;les spectateurs;qui;applaudissent;elle;frénétiquement; à chaque représentation .
8;3_;Typ+Num+Gen;C';est;il;qui;applaudit;les actrices;frénétiquement; à chaque représentation .
8;3_;Typ+Num+Gen;C';est;les spectatrices;qui;applaudissent;lui;frénétiquement; à chaque représentation .
8;3_;Typ+Num+Gen;C';est;ils;qui;applaudissent;l'actrice;frénétiquement; à chaque représentation .
