numexp;mismatch;variable;1;2;3;4;5;6;7;8
2;1_G_;Embedd;C';est;lui;que;la candidature;des politiciens;déçoit; depuis les élections .
2;2_;Embedd;C';est;eaux;que;la candidature;des politiciens;déçoit; depuis les élections .
2;0_;Embedd;C';est;lui;que;la candidature;des politiciennes;déçoit; depuis les élections .
2;1_N_;Embedd;C';est;eaux;que;la candidature;des politiciennes;déçoit; depuis les élections .
2;0_;Embedd;C';est;elle;que;la candidature;des politiciens;déçoit; depuis les élections .
2;1_N_;Embedd;C';est;elles;que;la candidature;des politiciens;déçoit; depuis les élections .
2;1_G_;Embedd;C';est;elle;que;la candidature;des politiciennes;déçoit; depuis les élections .
2;2_;Embedd;C';est;elles;que;la candidature;des politiciennes;déçoit; depuis les élections .
3;1_N_;Head;C';est;lui;que;la tortue;du gardien;reconnais;dans la cour .
3;0_;Head;C';est;eux;que;la tortue;du gardien;reconnais;dans la cour .
3;2_;Head;C';est;lui;que;le chien;du gardien;reconnais;dans la cour .
3;1_G_;Head;C';est;eux;que;le chien;du gardien;reconnais;dans la cour .
3;2_;Head;C';est;elle;que;la tortue;du gardien;reconnais;dans la cour .
3;1_G_;Head;C';est;elles;que;la tortue;du gardien;reconnais;dans la cour .
3;1_N_;Head;C';est;elle;que;le chien;du gardien;reconnais;dans la cour .
3;0_;Head;C';est;elles;que;le chien;du gardien;reconnais;dans la cour .
3;0_;Head;C';est;lui;que;les tortues;du gardien;reconnaissent;dans la cour .
3;1_N_;Head;C';est;eux;que;les tortues;du gardien;reconnaissent;dans la cour .
3;1_G_;Head;C';est;lui;que;les chiens;du gardien;reconnaissent;dans la cour .
3;2_;Head;C';est;eux;que;les chiens;du gardien;reconnaissent;dans la cour .
3;1_G_;Head;C';est;elle;que;les tortues;du gardien;reconnaissent;dans la cour .
3;2_;Head;C';est;elles;que;les tortues;du gardien;reconnaissent;dans la cour .
3;0_;Head;C';est;elle;que;les chiens;du gardien;reconnaissent;dans la cour .
3;1_N_;Head;C';est;elles;que;les chiens;du gardien;reconnaissent;dans la cour .
3;2_;Embedd;C';est;lui;que;le chien;du gardien;reconnais;dans la cour .
3;1_G_;Embedd;C';est;eaux;que;le chien;du gardien;reconnais;dans la cour .
3;1_N_;Embedd;C';est;lui;que;le chien;de la gardienne;reconnais;dans la cour .
3;0_;Embedd;C';est;eaux;que;le chien;de la gardienne;reconnais;dans la cour .
3;1_N_;Embedd;C';est;elle;que;le chien;du gardien;reconnais;dans la cour .
3;0_;Embedd;C';est;elles;que;le chien;du gardien;reconnais;dans la cour .
3;2_;Embedd;C';est;elle;que;le chien;de la gardienne;reconnais;dans la cour .
3;1_G_;Embedd;C';est;elles;que;le chien;de la gardienne;reconnais;dans la cour .
3;1_G_;Embedd;C';est;lui;que;le chien;des gardiens;reconnais;dans la cour .
3;2_;Embedd;C';est;eaux;que;le chien;des gardiens;reconnais;dans la cour .
3;0_;Embedd;C';est;lui;que;le chien;des gardiennes;reconnais;dans la cour .
3;1_N_;Embedd;C';est;eaux;que;le chien;des gardiennes;reconnais;dans la cour .
3;0_;Embedd;C';est;elle;que;le chien;des gardiens;reconnais;dans la cour .
3;1_N_;Embedd;C';est;elles;que;le chien;des gardiens;reconnais;dans la cour .
3;1_G_;Embedd;C';est;elle;que;le chien;des gardiennes;reconnais;dans la cour .
3;2_;Embedd;C';est;elles;que;le chien;des gardiennes;reconnais;dans la cour .
4;1_N_;Head;C';est;lui;que;la clinique;de l'éducateur;héberge;depuis quelques années .
4;0_;Head;C';est;eux;que;la clinique;de l'éducateur;héberge;depuis quelques années .
4;2_;Head;C';est;lui;que;l'institut;de l'éducateur;héberge;depuis quelques années .
4;1_G_;Head;C';est;eux;que;l'institut;de l'éducateur;héberge;depuis quelques années .
4;2_;Head;C';est;elle;que;la clinique;de l'éducateur;héberge;depuis quelques années .
4;1_G_;Head;C';est;elles;que;la clinique;de l'éducateur;héberge;depuis quelques années .
4;1_N_;Head;C';est;elle;que;l'institut;de l'éducateur;héberge;depuis quelques années .
4;0_;Head;C';est;elles;que;l'institut;de l'éducateur;héberge;depuis quelques années .
4;0_;Head;C';est;lui;que;les cliniques;de l'éducateur;hébergent;depuis quelques années .
4;1_N_;Head;C';est;eux;que;les cliniques;de l'éducateur;hébergent;depuis quelques années .
4;1_G_;Head;C';est;lui;que;les instituts;de l'éducateur;hébergent;depuis quelques années .
4;2_;Head;C';est;eux;que;les instituts;de l'éducateur;hébergent;depuis quelques années .
4;1_G_;Head;C';est;elle;que;les cliniques;de l'éducateur;hébergent;depuis quelques années .
4;2_;Head;C';est;elles;que;les cliniques;de l'éducateur;hébergent;depuis quelques années .
4;0_;Head;C';est;elle;que;les instituts;de l'éducateur;hébergent;depuis quelques années .
4;1_N_;Head;C';est;elles;que;les instituts;de l'éducateur;hébergent;depuis quelques années .
4;2_;Embedd;C';est;lui;que;l'institut;de l'éducateur;héberge;depuis quelques années .
4;1_G_;Embedd;C';est;eaux;que;l'institut;de l'éducateur;héberge;depuis quelques années .
4;1_N_;Embedd;C';est;lui;que;l'institut;de l'éducatrice;héberge;depuis quelques années .
4;0_;Embedd;C';est;eaux;que;l'institut;de l'éducatrice;héberge;depuis quelques années .
4;1_N_;Embedd;C';est;elle;que;l'institut;de l'éducateur;héberge;depuis quelques années .
4;0_;Embedd;C';est;elles;que;l'institut;de l'éducateur;héberge;depuis quelques années .
4;2_;Embedd;C';est;elle;que;l'institut;de l'éducatrice;héberge;depuis quelques années .
4;1_G_;Embedd;C';est;elles;que;l'institut;de l'éducatrice;héberge;depuis quelques années .
4;1_G_;Embedd;C';est;lui;que;l'institut;des éducateurs;héberge;depuis quelques années .
4;2_;Embedd;C';est;eaux;que;l'institut;des éducateurs;héberge;depuis quelques années .
4;0_;Embedd;C';est;lui;que;l'institut;des éducatrices;héberge;depuis quelques années .
4;1_N_;Embedd;C';est;eaux;que;l'institut;des éducatrices;héberge;depuis quelques années .
4;0_;Embedd;C';est;elle;que;l'institut;des éducateurs;héberge;depuis quelques années .
4;1_N_;Embedd;C';est;elles;que;l'institut;des éducateurs;héberge;depuis quelques années .
4;1_G_;Embedd;C';est;elle;que;l'institut;des éducatrices;héberge;depuis quelques années .
4;2_;Embedd;C';est;elles;que;l'institut;des éducatrices;héberge;depuis quelques années .
5;1_N_;Head;C';est;lui;que;la voiture;du juré;attend;après l'audition
5;0_;Head;C';est;eux;que;la voiture;du juré;attend;après l'audition
5;2_;Head;C';est;lui;que;le taxi;du juré;attend;après l'audition
5;1_G_;Head;C';est;eux;que;le taxi;du juré;attend;après l'audition
5;2_;Head;C';est;elle;que;la voiture;du juré;attend;après l'audition
5;1_G_;Head;C';est;elles;que;la voiture;du juré;attend;après l'audition
5;1_N_;Head;C';est;elle;que;le taxi;du juré;attend;après l'audition
5;0_;Head;C';est;elles;que;le taxi;du juré;attend;après l'audition
5;0_;Head;C';est;lui;que;les voitures;du juré;attendent;après l'audition
5;1_N_;Head;C';est;eux;que;les voitures;du juré;attendent;après l'audition
5;1_G_;Head;C';est;lui;que;les taxis;du juré;attendent;après l'audition
5;2_;Head;C';est;eux;que;les taxi;du juré;attendent;après l'audition
5;1_G_;Head;C';est;elle;que;les voitures;du juré;attendent;après l'audition
5;2_;Head;C';est;elles;que;les voitures;du juré;attendent;après l'audition
5;0_;Head;C';est;elle;que;les taxis;du juré;attendent;après l'audition
5;1_N_;Head;C';est;elles;que;les taxi;du juré;attendent;après l'audition
5;2_;Embedd;C';est;lui;que;le taxi;du juré;attend;après l'audition
5;1_G_;Embedd;C';est;eaux;que;le taxi;du juré;attend;après l'audition
5;1_N_;Embedd;C';est;lui;que;le taxi;de la jurée;attend;après l'audition
5;0_;Embedd;C';est;eaux;que;le taxi;de la jurée;attend;après l'audition
5;1_N_;Embedd;C';est;elle;que;le taxi;du juré;attend;après l'audition
5;0_;Embedd;C';est;elles;que;le taxi;du juré;attend;après l'audition
5;2_;Embedd;C';est;elle;que;le taxi;de la jurée;attend;après l'audition
5;1_G_;Embedd;C';est;elles;que;le taxi;de la jurée;attend;après l'audition
5;1_G_;Embedd;C';est;lui;que;le taxi;des jurés;attend;après l'audition
5;2_;Embedd;C';est;eaux;que;le taxi;des jurés;attend;après l'audition
5;0_;Embedd;C';est;lui;que;le taxi;des jurées;attend;après l'audition
5;1_N_;Embedd;C';est;eaux;que;le taxi;des jurées;attend;après l'audition
5;0_;Embedd;C';est;elle;que;le taxi;des jurés;attend;après l'audition
5;1_N_;Embedd;C';est;elles;que;le taxi;des jurés;attend;après l'audition
5;1_G_;Embedd;C';est;elle;que;le taxi;des jurées;attend;après l'audition
5;2_;Embedd;C';est;elles;que;le taxi;des jurées;attend;après l'audition
6;1_N_;Head;C';est;lui;que;la phrase;du prêtre;bénit;après chaque messe .
6;0_;Head;C';est;eux;que;la phrase;du prêtre;bénit;après chaque messe .
6;2_;Head;C';est;lui;que;le mot;du prêtre;bénit;après chaque messe .
6;1_G_;Head;C';est;eux;que;le mot;du prêtre;bénit;après chaque messe .
6;2_;Head;C';est;elle;que;la phrase;du prêtre;bénit;après chaque messe .
6;1_G_;Head;C';est;elles;que;la phrase;du prêtre;bénit;après chaque messe .
6;1_N_;Head;C';est;elle;que;le mot;du prêtre;bénit;après chaque messe .
6;0_;Head;C';est;elles;que;le mot;du prêtre;bénit;après chaque messe .
6;0_;Head;C';est;lui;que;les phrases;du prêtre;bénissent;après chaque messe .
6;1_N_;Head;C';est;eux;que;les phrases;du prêtre;bénissent;après chaque messe .
6;1_G_;Head;C';est;lui;que;les mots;du prêtre;bénissent;après chaque messe .
6;2_;Head;C';est;eux;que;les mots;du prêtre;bénissent;après chaque messe .
6;1_G_;Head;C';est;elle;que;les phrases;du prêtre;bénissent;après chaque messe .
6;2_;Head;C';est;elles;que;les phrases;du prêtre;bénissent;après chaque messe .
6;0_;Head;C';est;elle;que;les mots;du prêtre;bénissent;après chaque messe .
6;1_N_;Head;C';est;elles;que;les mots;du prêtre;bénissent;après chaque messe .
6;2_;Embedd;C';est;lui;que;le mot;du prêtre;bénit;après chaque messe .
6;1_G_;Embedd;C';est;eaux;que;le mot;du prêtre;bénit;après chaque messe .
6;1_N_;Embedd;C';est;lui;que;le mot;de la religieuse;bénit;après chaque messe .
6;0_;Embedd;C';est;eaux;que;le mot;de la religieuse;bénit;après chaque messe .
6;1_N_;Embedd;C';est;elle;que;le mot;du prêtre;bénit;après chaque messe .
6;0_;Embedd;C';est;elles;que;le mot;du prêtre;bénit;après chaque messe .
6;2_;Embedd;C';est;elle;que;le mot;de la religieuse;bénit;après chaque messe .
6;1_G_;Embedd;C';est;elles;que;le mot;de la religieuse;bénit;après chaque messe .
6;1_G_;Embedd;C';est;lui;que;le mot;des prêtres;bénit;après chaque messe .
6;2_;Embedd;C';est;eaux;que;le mot;des prêtres;bénit;après chaque messe .
6;0_;Embedd;C';est;lui;que;le mot;des religieuses;bénit;après chaque messe .
6;1_N_;Embedd;C';est;eaux;que;le mot;des religieuses;bénit;après chaque messe .
6;0_;Embedd;C';est;elle;que;le mot;des prêtres;bénit;après chaque messe .
6;1_N_;Embedd;C';est;elles;que;le mot;des prêtres;bénit;après chaque messe .
6;1_G_;Embedd;C';est;elle;que;le mot;des religieuses;bénit;après chaque messe .
6;2_;Embedd;C';est;elles;que;le mot;des religieuses;bénit;après chaque messe .
7;1_N_;Head;C';est;lui;que;la magie;du sorcier;inquiète; pour Halloween .
7;0_;Head;C';est;eux;que;la magie;du sorcier;inquiète; pour Halloween .
7;2_;Head;C';est;lui;que;le chapeau;du sorcier;inquiète; pour Halloween .
7;1_G_;Head;C';est;eux;que;le chapeau;du sorcier;inquiète; pour Halloween .
7;2_;Head;C';est;elle;que;la magie;du sorcier;inquiète; pour Halloween .
7;1_G_;Head;C';est;elles;que;la magie;du sorcier;inquiète; pour Halloween .
7;1_N_;Head;C';est;elle;que;le chapeau;du sorcier;inquiète; pour Halloween .
7;0_;Head;C';est;elles;que;le chapeau;du sorcier;inquiète; pour Halloween .
7;0_;Head;C';est;lui;que;les magies;du sorcier;inquiètent; pour Halloween .
7;1_N_;Head;C';est;eux;que;les magies;du sorcier;inquiètent; pour Halloween .
7;1_G_;Head;C';est;lui;que;les chapeaux;du sorcier;inquiètent; pour Halloween .
7;2_;Head;C';est;eux;que;les chapeaux;du sorcier;inquiètent; pour Halloween .
7;1_G_;Head;C';est;elle;que;les magies;du sorcier;inquiètent; pour Halloween .
7;2_;Head;C';est;elles;que;les magies;du sorcier;inquiètent; pour Halloween .
7;0_;Head;C';est;elle;que;les chapeaux;du sorcier;inquiètent; pour Halloween .
7;1_N_;Head;C';est;elles;que;les chapeaux;du sorcier;inquiètent; pour Halloween .
7;2_;Embedd;C';est;lui;que;la magie;du sorcier;inquiète; pour Halloween .
7;1_G_;Embedd;C';est;eaux;que;la magie;du sorcier;inquiète; pour Halloween .
7;1_N_;Embedd;C';est;lui;que;la magie;de la sorcière;inquiète; pour Halloween .
7;0_;Embedd;C';est;eaux;que;la magie;de la sorcière;inquiète; pour Halloween .
7;1_N_;Embedd;C';est;elle;que;la magie;du sorcier;inquiète; pour Halloween .
7;0_;Embedd;C';est;elles;que;la magie;du sorcier;inquiète; pour Halloween .
7;2_;Embedd;C';est;elle;que;la magie;de la sorcière;inquiète; pour Halloween .
7;1_G_;Embedd;C';est;elles;que;la magie;de la sorcière;inquiète; pour Halloween .
7;1_G_;Embedd;C';est;lui;que;la magie;des sorciers;inquiète; pour Halloween .
7;2_;Embedd;C';est;eaux;que;la magie;des sorciers;inquiète; pour Halloween .
7;0_;Embedd;C';est;lui;que;la magie;des sorcières;inquiète; pour Halloween .
7;1_N_;Embedd;C';est;eaux;que;la magie;des sorcières;inquiète; pour Halloween .
7;0_;Embedd;C';est;elle;que;la magie;des sorciers;inquiète; pour Halloween .
7;1_N_;Embedd;C';est;elles;que;la magie;des sorciers;inquiète; pour Halloween .
7;1_G_;Embedd;C';est;elle;que;la magie;des sorcières;inquiète; pour Halloween .
7;2_;Embedd;C';est;elles;que;la magie;des sorcières;inquiète; pour Halloween .
8;1_N_;Head;C';est;lui;que;la fille;du spectateur;applaudit; à chaque représentation .
8;0_;Head;C';est;eux;que;la fille;du spectateur;applaudit; à chaque représentation .
8;2_;Head;C';est;lui;que;le fils;du spectateur;applaudit; à chaque représentation .
8;1_G_;Head;C';est;eux;que;le fils;du spectateur;applaudit; à chaque représentation .
8;2_;Head;C';est;elle;que;la fille;du spectateur;applaudit; à chaque représentation .
8;1_G_;Head;C';est;elles;que;la fille;du spectateur;applaudit; à chaque représentation .
8;1_N_;Head;C';est;elle;que;le fils;du spectateur;applaudit; à chaque représentation .
8;0_;Head;C';est;elles;que;le fils;du spectateur;applaudit; à chaque représentation .
8;0_;Head;C';est;lui;que;les filles;du spectateur;applaudissent; à chaque représentation .
8;1_N_;Head;C';est;eux;que;les filles;du spectateur;applaudissent; à chaque représentation .
8;1_G_;Head;C';est;lui;que;les fils;du spectateur;applaudissent; à chaque représentation .
8;2_;Head;C';est;eux;que;les fils;du spectateur;applaudissent; à chaque représentation .
8;1_G_;Head;C';est;elle;que;les filles;du spectateur;applaudissent; à chaque représentation .
8;2_;Head;C';est;elles;que;les filles;du spectateur;applaudissent; à chaque représentation .
8;0_;Head;C';est;elle;que;les fils;du spectateur;applaudissent; à chaque représentation .
8;1_N_;Head;C';est;elles;que;les fils;du spectateur;applaudissent; à chaque représentation .
8;2_;Embedd;C';est;lui;que;la fille;du spectateur;applaudit; à chaque représentation .
8;1_G_;Embedd;C';est;eaux;que;la fille;du spectateur;applaudit; à chaque représentation .
8;1_N_;Embedd;C';est;lui;que;la fille;de la spectatrice;applaudit; à chaque représentation .
8;0_;Embedd;C';est;eaux;que;la fille;de la spectatrice;applaudit; à chaque représentation .
8;1_N_;Embedd;C';est;elle;que;la fille;du spectateur;applaudit; à chaque représentation .
8;0_;Embedd;C';est;elles;que;la fille;du spectateur;applaudit; à chaque représentation .
8;2_;Embedd;C';est;elle;que;la fille;de la spectatrice;applaudit; à chaque représentation .
8;1_G_;Embedd;C';est;elles;que;la fille;de la spectatrice;applaudit; à chaque représentation .
8;1_G_;Embedd;C';est;lui;que;la fille;des spectateurs;applaudit; à chaque représentation .
8;2_;Embedd;C';est;eaux;que;la fille;des spectateurs;applaudit; à chaque représentation .
8;0_;Embedd;C';est;lui;que;la fille;des spectatrices;applaudit; à chaque représentation .
8;1_N_;Embedd;C';est;eaux;que;la fille;des spectatrices;applaudit; à chaque représentation .
8;0_;Embedd;C';est;elle;que;la fille;des spectateurs;applaudit; à chaque représentation .
8;1_N_;Embedd;C';est;elles;que;la fille;des spectateurs;applaudit; à chaque représentation .
8;1_G_;Embedd;C';est;elle;que;la fille;des spectatrices;applaudit; à chaque représentation .
8;2_;Embedd;C';est;elles;que;la fille;des spectatrices;applaudit; à chaque représentation .
