numexp;mismatch;variable;1;2;3;4;5;6;7;8
7;3_;Typ+Num+Per;C';est;nous;que ;la sorcière;inquiète;volontairement; pour Halloween .
7;3_;Typ+Num+Per;C';est;la gamine;que ;nous;inquiétons;volontairement; pour Halloween .
7;3_;Typ+Num+Per;C';est;moi;que ;les sorcières;inquiètent;volontairement; pour Halloween .
7;3_;Typ+Num+Per;C';est;les gamines;que ;je;inquiète;volontairement; pour Halloween .
7;3_;Typ+Num+Gen;C';est;elle;que ;les sorciers;inquiètent;volontairement; pour Halloween .
7;3_;Typ+Num+Gen;C';est;les gamines;que ;il;inquiète;volontairement; pour Halloween .
7;3_;Typ+Num+Gen;C';est;lui;que ;les sorcières;inquiètent;volontairement; pour Halloween .
7;3_;Typ+Num+Gen;C';est;la gamine;que ;ils;inquiètent;volontairement; pour Halloween .
8;0_;NoMM;C';est;l'actrice;que ;la spectatrice;applaudit;frénétiquement; à chaque représentation .
8;0_;NoMM;C';est;les actrices;que ;les spectatrices;applaudissent;frénétiquement; à chaque représentation .
8;0_;NoMM;C';est;elles;que;elle;applaudit;frénétiquement; à chaque représentation .
8;0_;NoMM;C';est;elles;que ;elles;applaudissent;frénétiquement; à chaque représentation .
8;1_;typ;C';est;l'actrice;que ;elle;applaudit;frénétiquement; à chaque représentation .
8;1_;typ;C';est;elle;que ;la spectatrice;applaudit;frénétiquement; à chaque représentation .
8;1_;typ;C';est;elle;que ;les spectatrices;applaudissent;frénétiquement; à chaque représentation .
8;1_;typ;C';est;les actrices;que ;elles;applaudissent;frénétiquement; à chaque représentation .
8;1_;num;C';est;l'actrice;que ;les spectatrices;applaudissent;frénétiquement; à chaque représentation .
8;1_;num;C';est;les actrices;que ;la spectatrice;applaudit;frénétiquement; à chaque représentation .
8;1_;num;C';est;elle;que ;elles;applaudissent;frénétiquement; à chaque représentation .
8;1_;num;C';est;elles;que ;elle;applaudit;frénétiquement; à chaque représentation .
8;1_;per;C';est;moi;que;elle;applaudit;frénétiquement; à chaque représentation .
8;1_;per;C';est;elle;que;je;applaudit;frénétiquement; à chaque représentation .
8;1_;per;C';est;nous;que;elles;applaudissent;frénétiquement; à chaque représentation .
8;1_;per;C';est;elles;que ;nous;applaudissons;frénétiquement; à chaque représentation .
8;1_;gen;C';est;l'acteur;que ;la spectatrice;applaudit;frénétiquement; à chaque représentation .
8;1_;gen;C';est;l'actrice;que ;le spectateur;applaudit;frénétiquement; à chaque représentation .
8;1_;gen;C';est;lui;que ;elle;applaudit;frénétiquement; à chaque représentation .
8;1_;gen;C';est;elle;que ;il;applaudit;frénétiquement; à chaque représentation .
8;2_;Typ+Num;C';est;l'actrice;que ;elles;applaudissent;frénétiquement; à chaque représentation .
8;2_;Typ+Num;C';est;elle;que ;les spectatrices;applaudissent;frénétiquement; à chaque représentation .
8;2_;Typ+Num;C';est;elle;que ;la spectatrice;applaudit;frénétiquement; à chaque représentation .
8;2_;Typ+Num;C';est;les actrices;que ;elle;applaudit;frénétiquement; à chaque représentation .
8;2_;Typ+Per;C';est;moi;que ;la spectatrice;applaudit;frénétiquement; à chaque représentation .
8;2_;Typ+Per;C';est;l'actrice;que ;je;applaudit;frénétiquement; à chaque représentation .
8;2_;Typ+Per;C';est;les actrices;que ;nous;applaudissons;frénétiquement; à chaque représentation .
8;2_;Typ+Per;C';est;nous;que ;les spectatrices;applaudissent;frénétiquement; à chaque représentation .
8;2_;Typ+Gen;C';est;l'acteur;que ;elle;applaudit;frénétiquement; à chaque représentation .
8;2_;Typ+Gen;C';est;l'actrice;que ;il;applaudit;frénétiquement; à chaque représentation .
8;2_;Typ+Gen;C';est;lui;que ;la spectatrice;applaudit;frénétiquement; à chaque représentation .
8;2_;Typ+Gen;C';est;elle;que ;le spectateur;applaudit;frénétiquement; à chaque représentation .
7;2_;Num + Per;C';est;moi;que ;ils;applaudissent;frénétiquement; à chaque représentation .
7;2_;Num + Per;C';est;eux;que ;je;applaudit;frénétiquement; à chaque représentation .
7;2_;Num + Per;C';est;elle;que ;nous;applaudissons;frénétiquement; à chaque représentation .
7;2_;Num + Per;C';est;nous;que ;elle;applaudit;frénétiquement; à chaque représentation .
8;2_;Num+Gen;C';est;l'actrice;que ;les spectateurs;applaudissent;frénétiquement; à chaque représentation .
8;2_;Num+Gen;C';est;elle;que ;ils;applaudissent;frénétiquement; à chaque représentation .
8;2_;Num+Gen;C';est;l'acteur;que ;les spectatrices;applaudissent;frénétiquement; à chaque représentation .
8;2_;Num+Gen;C';est;lui;que ;elles;applaudissent;frénétiquement; à chaque représentation .
8;3_;Typ+Num+Per;C';est;nous;que ;la spectatrice;applaudit;frénétiquement; à chaque représentation .
8;3_;Typ+Num+Per;C';est;l'actrice;que ;nous;applaudissons;frénétiquement; à chaque représentation .
8;3_;Typ+Num+Per;C';est;moi;que ;les spectatrices;applaudissent;frénétiquement; à chaque représentation .
8;3_;Typ+Num+Per;C';est;les actrices;que ;je;applaudit;frénétiquement; à chaque représentation .
8;3_;Typ+Num+Gen;C';est;elle;que ;les spectateurs;applaudissent;frénétiquement; à chaque représentation .
8;3_;Typ+Num+Gen;C';est;les actrices;que ;il;applaudit;frénétiquement; à chaque représentation .
8;3_;Typ+Num+Gen;C';est;lui;que ;les spectatrices;applaudissent;frénétiquement; à chaque représentation .
8;3_;Typ+Num+Gen;C';est;l'actrice;que ;ils;applaudissent;frénétiquement; à chaque représentation .
